query_id,domain,keyword_f1,taxonomy_f1,f1_difference,keyword_ndcg_at_5,taxonomy_ndcg_at_5,ndcg_difference
TQ063,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ064,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ065,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ066,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ067,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ068,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ069,Travel,0.5,0.8333333333333333,0.33333333333333326,0.7227265726449519,1.0,0.2772734273550481
TQ070,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ071,Travel,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
TQ072,Travel,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8539316501572937,1.0,0.14606834984270634
TQ073,Travel,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
TQ074,Travel,0.15384615384615385,0.7692307692307693,0.6153846153846154,0.3391602052736161,1.0,0.6608397947263839
TQ075,Travel,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8539316501572937,1.0,0.14606834984270634
TQ076,Travel,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8687949224876582,1.0,0.13120507751234178
TQ077,Travel,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8687949224876582,1.0,0.13120507751234178
TQ078,Travel,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
TQ079,Travel,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8539316501572937,1.0,0.14606834984270634
TQ080,Travel,0.7692307692307693,0.7692307692307693,0.0,1.0,1.0,0.0
TQ081,Travel,0.5,0.8333333333333333,0.33333333333333326,0.7227265726449519,1.0,0.2772734273550481
TQ082,Travel,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
TQ083,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5087403079104241,1.0,0.4912596920895759
TQ084,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ085,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ086,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ087,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ088,Travel,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
TQ089,Travel,0.5,0.8333333333333333,0.33333333333333326,0.6843515475204855,1.0,0.31564845247951445
TQ090,Travel,0.5,0.8333333333333333,0.33333333333333326,0.6548086577531307,1.0,0.3451913422468693
EQ001,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ002,Ecommerce,0.3076923076923077,0.7692307692307693,0.46153846153846156,0.5087403079104241,1.0,0.4912596920895759
EQ003,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ004,Ecommerce,0.4615384615384615,0.4615384615384615,0.0,0.7227265726449519,0.4468535299918563,-0.2758730426530956
EQ005,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ006,Ecommerce,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8539316501572937,1.0,0.14606834984270634
EQ007,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ008,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ009,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ010,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ011,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ012,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ013,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ014,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ015,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ016,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ017,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ018,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ019,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ020,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5087403079104241,1.0,0.4912596920895759
EQ021,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ022,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ023,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ024,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5087403079104241,1.0,0.4912596920895759
EQ025,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ026,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ027,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ028,Ecommerce,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.3391602052736161,1.0,0.6608397947263839
EQ029,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ030,Ecommerce,0.5,0.5,0.0,0.6843515475204855,0.4468535299918563,-0.23749801752862926
EQ031,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ032,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6843515475204855,1.0,0.31564845247951445
EQ033,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ034,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6843515475204855,1.0,0.31564845247951445
EQ035,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ036,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ037,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ038,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ039,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ040,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ041,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ042,Ecommerce,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.3391602052736161,1.0,0.6608397947263839
EQ043,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ044,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ045,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ046,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ047,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ048,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.7227265726449519,1.0,0.2772734273550481
EQ049,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ050,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ051,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ052,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ053,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ054,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ055,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ056,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ057,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ058,Ecommerce,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.3391602052736161,1.0,0.6608397947263839
EQ059,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ060,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ061,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ062,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6548086577531307,1.0,0.3451913422468693
EQ063,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.7227265726449519,1.0,0.2772734273550481
EQ064,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ065,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ066,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.7227265726449519,1.0,0.2772734273550481
EQ067,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ068,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ069,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ070,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6992148198508501,1.0,0.3007851801491499
EQ071,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ072,Ecommerce,0.15384615384615385,0.7692307692307693,0.6153846153846154,0.3391602052736161,1.0,0.6608397947263839
EQ073,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ074,Ecommerce,0.4615384615384615,0.4615384615384615,0.0,0.7227265726449519,0.4468535299918563,-0.2758730426530956
EQ075,Ecommerce,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8687949224876582,1.0,0.13120507751234178
EQ076,Ecommerce,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.8687949224876582,1.0,0.13120507751234178
EQ077,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ078,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ079,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ080,Ecommerce,0.4615384615384615,0.7692307692307693,0.30769230769230776,0.7227265726449519,1.0,0.2772734273550481
EQ081,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ082,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5087403079104241,1.0,0.4912596920895759
EQ083,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ084,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ085,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ086,Ecommerce,0.5,0.8333333333333333,0.33333333333333326,0.6548086577531307,1.0,0.3451913422468693
EQ087,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ088,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
EQ089,Ecommerce,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.830419897363192,1.0,0.169580102636808
EQ090,Ecommerce,0.3333333333333333,0.8333333333333333,0.49999999999999994,0.5531464700081437,1.0,0.44685352999185635
